Sample	LeftGene	RightGene	LeftGene_Name	RigthGene_Name	FFPM
2260_PR41035d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.7885
2260_PR41035d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2893
2260_PR41035d	ENSG00000065883	ENSG00000175600	CDK13	C7orf10	0.263
2260_PR41035d	ENSG00000065060	ENSG00000223587	UHRF1BP1	AY269186.1	0.1841
2260_PR41035d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1315
2260_PR41035d	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1315
2260_PR41035d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1052
2260_PR41036a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.7953
2260_PR41036a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.5302
2260_PR41036a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.243
2260_PR41036a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.3093
2260_PR41036a	ENSG00000166068	ENSG00000171262	SPRED1	FAM98B	0.1904
2260_PR41036a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1657
2260_PR41036a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1326
2260_PR41036a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1547
2260_PR41036a	ENSG00000166068	ENSG00000171262	SPRED1	FAM98B	0.1189
2260_PR41036a	ENSG00000229715	ENSG00000073910	EEF1DP3	FRY	0.1326
2260_PR41036a	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.1547
2260_PR41036a	ENSG00000010165	ENSG00000197959	METTL13	DNM3	0.1105
2260_PR41037a	ENSG00000078295	ENSG00000172785	ADCY2	CBWD1	1.1535
2260_PR41037a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.48
2260_PR41037a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.367
2260_PR41037a	ENSG00000186847	ENSG00000186395	KRT14	KRT10	0.24
2260_PR41037a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1553
2260_PR41037a	ENSG00000256248	ENSG00000155974	RP11-123O10.4	GRIP1	0.1694
2260_PR41037a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1368
2260_PR41037a	ENSG00000078295	ENSG00000172785	ADCY2	CBWD1	0.2308
2260_PR41037a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1349
2260_PR41038a	ENSG00000070413	ENSG00000100226	DGCR2	GTPBP1	0.6746
2260_PR41038a	ENSG00000080822	ENSG00000185008	CLDND1	ROBO2	0.3963
2260_PR41038a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.2642
2260_PR41038a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.3082
2260_PR41038a	ENSG00000160551	ENSG00000179242	TAOK1	CDH4	0.2642
2260_PR41038a	ENSG00000149289	ENSG00000149548	ZC3H12C	CCDC15	0.2862
2260_PR41038a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1762
2260_PR41038a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1982
2260_PR41038a	ENSG00000129691	ENSG00000253524	ASH2L	RP11-89M20.2	0.1761
2260_PR41038a	ENSG00000134909	ENSG00000137710	ARHGAP32	RDX	0.2422
2260_PR41038a	ENSG00000256248	ENSG00000155974	RP11-123O10.4	GRIP1	0.1541
2260_PR41038a	ENSG00000160058	ENSG00000166748	BSDC1	AGBL1	0.1541
2260_PR41038a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.1761
2260_PR41038a	ENSG00000100034	ENSG00000235513	PPM1F	RP4-756G23.5	0.1884
2260_PR41038a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1101
2260_PR41038a	ENSG00000166233	ENSG00000140463	ARIH1	BBS4	0.1101
2260_PR41038a	ENSG00000242259	ENSG00000253452	C22orf39	RP11-473J6.1	0.1321
2260_PR41038a	ENSG00000070413	ENSG00000100226	DGCR2	GTPBP1	0.1621
2260_PR41039a	ENSG00000153395	ENSG00000164362	LPCAT1	TERT	1.0244
2260_PR41039a	ENSG00000153395	ENSG00000164362	LPCAT1	TERT	0.4967
2260_PR41039a	ENSG00000109381	ENSG00000198589	ELF2	LRBA	0.3651
2260_PR41039a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2863
2260_PR41039a	ENSG00000185760	ENSG00000149131	KCNQ5	SERPING1	0.3021
2260_PR41039a	ENSG00000137478	ENSG00000255084	FCHSD2	RP11-843A23.1	0.2863
2260_PR41039a	ENSG00000139946	ENSG00000139977	PELI2	NAA30	0.2455
2260_PR41039a	ENSG00000198589	ENSG00000237438	LRBA	CECR7	0.225
2260_PR41039a	ENSG00000162129	ENSG00000079841	CLPB	RIMS1	0.2454
2260_PR41039a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1636
2260_PR41039a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1933
2260_PR41039a	ENSG00000110422	ENSG00000188487	HIPK3	INSC	0.225
2260_PR41039a	ENSG00000153071	ENSG00000231182	DAB2	RP11-423O2.7	0.1432
2260_PR41039a	ENSG00000162105	ENSG00000149256	SHANK2	TENM4	0.2046
2260_PR41039a	ENSG00000135476	ENSG00000172551	ESPL1	MUCL1	0.1299
2260_PR41039a	ENSG00000131100	ENSG00000249706	ATP6V1E1	RP11-89B16.1	0.1432
2260_PR41039a	ENSG00000153395	ENSG00000164362	LPCAT1	TERT	0.2174
2260_PR41039a	ENSG00000113407	ENSG00000164190	TARS	NIPBL	0.1023
2260_PR41039a	IGL	ENSG00000125851	IGL@-ext	PCSK2	0.1023
2260_PR41039a	ENSG00000135476	ENSG00000172551	ESPL1	MUCL1	0.1082
2260_PR41039a	ENSG00000082068	ENSG00000164188	WDR70	RANBP3L	0.1432
2260_PR41039a	ENSG00000071539	ENSG00000145506	TRIP13	NKD2	0.1432
2260_PR41039a	ENSG00000099991	ENSG00000198589	CABIN1	LRBA	0.1704
2260_PR41039a	ENSG00000185760	ENSG00000149131	KCNQ5	SERPING1	0.1493
2260_PR41039a	ENSG00000112877	ENSG00000113360	CEP72	DROSHA	0.1023
2260_PR41039a	ENSG00000137513	ENSG00000085741	NARS2	WNT11	0.1023
2260_PR41039d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5773
2260_PR41039d	ENSG00000185760	ENSG00000149131	KCNQ5	SERPING1	0.5694
2260_PR41039d	ENSG00000153395	ENSG00000164362	LPCAT1	TERT	0.4989
2260_PR41039d	ENSG00000153395	ENSG00000164362	LPCAT1	TERT	0.5487
2260_PR41039d	ENSG00000137478	ENSG00000255084	FCHSD2	RP11-843A23.1	0.7139
2260_PR41039d	ENSG00000153071	ENSG00000231182	DAB2	RP11-423O2.7	0.4877
2260_PR41039d	ENSG00000139946	ENSG00000139977	PELI2	NAA30	0.3674
2260_PR41039d	ENSG00000135476	ENSG00000172551	ESPL1	MUCL1	0.3226
2260_PR41039d	ENSG00000185760	ENSG00000149131	KCNQ5	SERPING1	0.3927
2260_PR41039d	ENSG00000071539	ENSG00000145506	TRIP13	NKD2	0.3149
2260_PR41039d	ENSG00000110422	ENSG00000188487	HIPK3	INSC	0.2974
2260_PR41039d	ENSG00000135476	ENSG00000172551	ESPL1	MUCL1	0.2466
2260_PR41039d	ENSG00000162129	ENSG00000079841	CLPB	RIMS1	0.2274
2260_PR41039d	ENSG00000131100	ENSG00000249706	ATP6V1E1	RP11-89B16.1	0.2274
2260_PR41039d	ENSG00000153395	ENSG00000164362	LPCAT1	TERT	0.2643
2260_PR41039d	ENSG00000166435	ENSG00000175582	XRRA1	RAB6A	0.2099
2260_PR41039d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2041
2260_PR41039d	ENSG00000183597	ENSG00000242259	TANGO2	C22orf39	0.2132
2260_PR41039d	ENSG00000110092	ENSG00000249915	CCND1	PDCD6	0.1749
2260_PR41039d	ENSG00000162105	ENSG00000149256	SHANK2	TENM4	0.1924
2260_PR41039d	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1049
2260_PR41039d	ENSG00000113407	ENSG00000164190	TARS	NIPBL	0.1749
2260_PR41039d	ENSG00000028116	ENSG00000162337	VRK2	LRP5	0.1399
2260_PR41039d	ENSG00000112159	ENSG00000079841	MDN1	RIMS1	0.1399
2260_PR41039d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1429
2260_PR41039d	ENSG00000213593	ENSG00000133401	TMX2	PDZD2	0.1337
2260_PR41039d	ENSG00000152270	ENSG00000060749	PDE3B	QSER1	0.105
2260_PR41039d	ENSG00000213593	ENSG00000133401	TMX2	PDZD2	0.1113
2260_PR41039d	ENSG00000135482	ENSG00000184613	ZC3H10	NELL2	0.1225
2260_PR41039d	ENSG00000082068	ENSG00000164188	WDR70	RANBP3L	0.105
2260_PR41042a	ENSG00000166128	ENSG00000065135	RAB8B	GNAI3	0.1165
2260_PR41042a	ENSG00000119912	ENSG00000112992	IDE	NNT	0.1165
2260_PR41042a	ENSG00000113810	ENSG00000117676	SMC4	RPS6KA1	0.1456
2260_PR41043a	ENSG00000075275	ENSG00000077942	CELSR1	FBLN1	0.4947
2260_PR41043a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.4534
2260_PR41043a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1031
2260_PR41043a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1159
2260_PR41043a	ENSG00000109861	ENSG00000123892	CTSC	RAB38	0.1202
2260_PR41043d	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.6091
2260_PR41043d	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1305
2260_PR41043d	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1378
2260_PR41043d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1233
2260_PR41043d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1015
2260_PR41043d	ENSG00000109861	ENSG00000123892	CTSC	RAB38	0.1016
2260_PR41043d	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.116
2260_PR41044a	ENSG00000125827	ENSG00000182621	TMX4	PLCB1	2.6817
2260_PR41044a	ENSG00000078295	ENSG00000049656	ADCY2	CLPTM1L	1.902
2260_PR41044a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.9569
2260_PR41044a	ENSG00000187790	ENSG00000087299	FANCM	L2HGDH	1.2892
2260_PR41044a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.5462
2260_PR41044a	ENSG00000108389	ENSG00000121101	MTMR4	TEX14	0.2836
2260_PR41044a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2278
2260_PR41044a	ENSG00000099810	ENSG00000240498	MTAP	CDKN2B-AS1	0.2599
2260_PR41044a	ENSG00000187790	ENSG00000087299	FANCM	L2HGDH	0.1605
2260_PR41044a	ENSG00000229539	ENSG00000078295	RP11-119B16.2	ADCY2	0.1535
2260_PR41044a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1012
2260_PR41044a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1299
2260_PR41044a	ENSG00000125779	ENSG00000101200	PANK2	AVP	0.1181
2260_PR41044a	ENSG00000089177	ENSG00000139915	KIF16B	MDGA2	0.13
2260_PR41046a	ENSG00000187240	ENSG00000130508	DYNC2H1	PXDN	0.2428
2260_PR41046a	ENSG00000146950	ENSG00000047644	SHROOM2	WWC3	0.2024
2260_PR41046a	ENSG00000198382	ENSG00000078124	UVRAG	ACER3	0.2023
2260_PR41046e	ENSG00000137478	ENSG00000175582	FCHSD2	RAB6A	2.0738
2260_PR41046e	ENSG00000151779	ENSG00000075388	NBAS	FGF4	1.4148
2260_PR41046e	ENSG00000163520	ENSG00000144560	FBLN2	VGLL4	1.1535
2260_PR41046e	ENSG00000151779	ENSG00000075388	NBAS	FGF4	1.0027
2260_PR41046e	ENSG00000137486	ENSG00000151779	ARRB1	NBAS	0.859
2260_PR41046e	ENSG00000127990	ENSG00000054965	SGCE	FAM168A	0.7854
2260_PR41046e	ENSG00000006715	ENSG00000155849	VPS41	ELMO1	0.5767
2260_PR41046e	ENSG00000078124	ENSG00000075618	ACER3	FSCN1	0.5031
2260_PR41046e	ENSG00000206557	ENSG00000175581	TRIM71	MRPL48	0.414
2260_PR41046e	ENSG00000187240	ENSG00000130508	DYNC2H1	PXDN	0.4112
2260_PR41046e	ENSG00000197603	ENSG00000152495	C5orf42	CAMK4	0.3681
2260_PR41046e	ENSG00000187391	ENSG00000153956	MAGI2	CACNA2D1	0.2946
2260_PR41046e	ENSG00000100422	ENSG00000133424	CERK	LARGE	0.2823
2260_PR41046e	ENSG00000169084	ENSG00000164828	DHRSX	SUN1	0.2935
2260_PR41046e	ENSG00000147010	ENSG00000149972	SH3KBP1	CNTN5	0.2061
2260_PR41046e	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.2688
2260_PR41046e	ENSG00000077097	ENSG00000256898	TOP2B	RP11-707G14.8	0.5856
2260_PR41046e	ENSG00000164190	ENSG00000153006	NIPBL	SREK1IP1	0.1768
2260_PR41046e	ENSG00000147548	ENSG00000006715	WHSC1L1	VPS41	0.1329
2260_PR41046e	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1329
2260_PR41046e	ENSG00000152495	ENSG00000197603	CAMK4	C5orf42	0.1718
2260_PR41046e	ENSG00000182247	ENSG00000250519	UBE2E2	RP11-680H20.2	0.1288
2260_PR41046e	ENSG00000153993	ENSG00000187391	SEMA3D	MAGI2	0.1349
2260_PR41046e	ENSG00000072134	ENSG00000129204	EPN2	USP6	0.1446
2260_PR41046e	ENSG00000057608	ENSG00000270069	GDI2	RP6-99M1.2	0.1105
2260_PR41046e	ENSG00000143797	ENSG00000110237	MBOAT2	ARHGEF17	0.135
2260_PR41046e	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1105
2260_PR41046e	ENSG00000237515	ENSG00000262801	SHISA9	U91319.1	0.1104
2260_PR41046e	ENSG00000237238	ENSG00000005108	BMS1P10	THSD7A	0.1104
2260_PR41046e	ENSG00000162105	ENSG00000149269	SHANK2	PAK1	0.1227
2260_PR41895a	ENSG00000052126	ENSG00000255652	PLEKHA5	RP11-313F23.4	0.7928
2260_PR41895a	ENSG00000085185	IGL-	BCORL1	IGL-@-ext	0.3619
2260_PR41895a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2813
2260_PR41895a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.2046
2260_PR41895a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1023
2260_PR41895a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1279
2260_PR41895a	ENSG00000197321	ENSG00000151474	SVIL	FRMD4A	0.179
2260_PR41895a	ENSG00000171681	ENSG00000112232	ATF7IP	KHDRBS2	0.1151
2260_PR41895a	ENSG00000171681	ENSG00000112232	ATF7IP	KHDRBS2	0.1151
2260_PR41895a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1534
2260_PR41896c	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	1.1868
2260_PR41896c	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.5384
2260_PR41896c	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1835
2260_PR41896c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1713
2260_PR41896c	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1101
2260_PR41897a	ENSG00000179912	ENSG00000050438	R3HDM2	SLC4A8	0.9265
2260_PR41897a	ENSG00000177084	ENSG00000139364	POLE	TMEM132B	0.8311
2260_PR41897a	ENSG00000113504	ENSG00000078295	SLC12A7	ADCY2	0.6724
2260_PR41897a	ENSG00000113504	ENSG00000078295	SLC12A7	ADCY2	0.9354
2260_PR41897a	ENSG00000102908	ENSG00000169862	NFAT5	CTNND2	0.7085
2260_PR41897a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.4361
2260_PR41897a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.3407
2260_PR41897a	ENSG00000130559	ENSG00000186350	CAMSAP1	RXRA	0.3406
2260_PR41897a	ENSG00000197535	ENSG00000138592	MYO5A	USP8	0.2998
2260_PR41897a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1158
2260_PR41897a	ENSG00000113384	ENSG00000136874	GOLPH3	STX17	0.2317
2260_PR41897a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.1771
2260_PR41897a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1771
2260_PR41897a	ENSG00000103335	ENSG00000204740	PIEZO1	C10orf112	0.1363
2260_PR41897a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1363
2260_PR41897a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.109
2260_PR41897a	ENSG00000197535	ENSG00000138592	MYO5A	USP8	0.109
2260_PR41897a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1168
2260_PR41897a	ENSG00000196498	ENSG00000139438	NCOR2	FAM222A	0.1226
2260_PR41897a	ENSG00000157837	ENSG00000167272	SPPL3	POP5	0.1363
2260_PR41897a	ENSG00000164841	ENSG00000160789	TMEM74	LMNA	0.1499
2260_PR41897a	ENSG00000090861	ENSG00000135439	AARS	AGAP2	0.2044
2260_PR41897a	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.109
2260_PR41897a	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.109
2260_PR41897a	ENSG00000173064	ENSG00000240027	HECTD4	RP11-415I12.1	0.1227
2260_PR41900a	ENSG00000112769	ENSG00000127314	LAMA4	RAP1B	2.2637
2260_PR41900a	ENSG00000111596	ENSG00000175899	CNOT2	A2M	2.1584
2260_PR41900a	ENSG00000111266	ENSG00000151490	DUSP16	PTPRO	0.2983
2260_PR41900a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2106
2260_PR41900a	ENSG00000105856	ENSG00000091140	HBP1	DLD	0.133
2260_PR41900a	ENSG00000197102	ENSG00000111530	DYNC1H1	CAND1	0.1053
2260_PR41900c	ENSG00000112769	ENSG00000127314	LAMA4	RAP1B	0.7488
2260_PR41900c	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.936
2260_PR41900c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.4733
2260_PR41900c	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.5304
2260_PR41900c	ENSG00000111596	ENSG00000175899	CNOT2	A2M	0.8112
2260_PR41900c	ENSG00000174106	ENSG00000174099	LEMD3	MSRB3	0.1872
2260_PR41900c	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2184
2260_PR41900c	ENSG00000121766	ENSG00000090932	ZCCHC17	DLL3	0.2455
2260_PR41900c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1819
2260_PR41900c	ENSG00000111266	ENSG00000151490	DUSP16	PTPRO	0.2496
2260_PR41900c	ENSG00000197102	ENSG00000111530	DYNC1H1	CAND1	0.1248
2260_PR41900c	ENSG00000255864	ENSG00000134532	RP11-444D3.1	SOX5	0.2496
2260_PR41900c	ENSG00000253379	ENSG00000104313	RP11-1102P16.1	EYA1	0.117
2260_PR41900c	ENSG00000142973	ENSG00000186377	CYP4B1	CYP4X1	0.1872
2260_PR41901a	ENSG00000196369	ENSG00000092621	SRGAP2B	PHGDH	3.5649
2260_PR41901a	ENSG00000087095	ENSG00000132142	NLK	ACACA	1.8185
2260_PR41901a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.6661
2260_PR41901a	ENSG00000105889	ENSG00000136237	STEAP1B	RAPGEF5	0.5401
2260_PR41901a	ENSG00000231121	ENSG00000062716	RP1-34H18.1	VMP1	0.5761
2260_PR41901a	ENSG00000205726	ENSG00000159216	ITSN1	RUNX1	0.3961
2260_PR41901a	ENSG00000141298	ENSG00000243064	SSH2	ABCC13	0.3819
2260_PR41901a	ENSG00000272962	ENSG00000185917	SLC5A3	SETD4	0.4501
2260_PR41901a	ENSG00000087095	ENSG00000141376	NLK	BCAS3	0.3601
2260_PR41901a	ENSG00000185917	ENSG00000159216	SETD4	RUNX1	0.2701
2260_PR41901a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2341
2260_PR41901a	ENSG00000082641	ENSG00000141376	NFE2L1	BCAS3	0.2341
2260_PR41901a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1981
2260_PR41901a	ENSG00000121057	ENSG00000224011	AKAP1	AC111155.1	0.18
2260_PR41901a	ENSG00000227036	ENSG00000141068	LINC00511	KSR1	0.252
2260_PR41901a	ENSG00000109861	ENSG00000123892	CTSC	RAB38	0.162
2260_PR41901a	ENSG00000173065	ENSG00000126858	FAM222B	RHOT1	0.1755
2260_PR41901a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.153
2260_PR41901a	ENSG00000205726	ENSG00000142192	ITSN1	APP	0.306
2260_PR41901a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.162
2260_PR41901a	ENSG00000117335	ENSG00000116962	CD46	NID1	0.162
2260_PR41901a	ENSG00000154654	ENSG00000159128	NCAM2	IFNGR2	0.18
2260_PR41901a	ENSG00000242715	ENSG00000133083	CCDC169	DCLK1	0.18
2260_PR41901a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.144
2260_PR41901a	ENSG00000132142	ENSG00000266101	ACACA	RP5-906A24.2	0.144
2260_PR41901a	ENSG00000141298	ENSG00000243064	SSH2	ABCC13	0.2122
2260_PR41901a	ENSG00000062716	ENSG00000265702	VMP1	RP11-156L14.1	0.108
2260_PR41901a	ENSG00000010165	ENSG00000197959	METTL13	DNM3	0.144
2260_PR41901a	ENSG00000196914	ENSG00000149403	ARHGEF12	GRIK4	0.162
2260_PR41901a	ENSG00000272962	ENSG00000230212	SLC5A3	AP000688.14	0.2081
2260_PR41902a	ENSG00000122574	ENSG00000164796	WIPF3	CSMD3	0.1048
2260_PR41902a	ENSG00000169439	ENSG00000164953	SDC2	TMEM67	0.1088
2260_PR41905a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5681
2260_PR41905a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2223
2260_PR41905a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.247
2260_PR41905a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.2566
2260_PR41905a	ENSG00000256248	ENSG00000155974	RP11-123O10.4	GRIP1	0.1729
2260_PR41905a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.2099
2260_PR41905a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1509
2260_PR41905a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.1097
2260_PR41906a	ENSG00000233695	ENSG00000184497	GAS6-AS1	TMEM255B	0.9223
2260_PR41906a	ENSG00000233695	ENSG00000184497	GAS6-AS1	TMEM255B	0.6562
2260_PR41906a	ENSG00000233695	ENSG00000184497	GAS6-AS1	TMEM255B	0.6817
2260_PR41906a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.474
2260_PR41906a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2187
2260_PR41906a	ENSG00000110075	ENSG00000070413	PPP6R3	DGCR2	0.2187
2260_PR41906a	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.2187
2260_PR41906a	ENSG00000141337	ENSG00000108946	ARSG	PRKAR1A	0.2187
2260_PR41907a	ENSG00000100393	ENSG00000100154	EP300	TTC28	6.9331
2260_PR41907a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.3156
2260_PR41907a	ENSG00000144674	ENSG00000157764	GOLGA4	BRAF	1.1276
2260_PR41907a	ENSG00000164190	ENSG00000082074	NIPBL	FYB	0.6682
2260_PR41907a	ENSG00000099954	ENSG00000100412	CECR2	ACO2	0.4803
2260_PR41907a	ENSG00000164647	ENSG00000136237	STEAP1	RAPGEF5	0.2192
2260_PR41907a	ENSG00000164327	ENSG00000112964	RICTOR	GHR	0.543
2260_PR41907a	ENSG00000064726	ENSG00000166262	BTBD1	FAM227B	0.3487
2260_PR41907a	ENSG00000099968	ENSG00000182718	BCL2L13	ANXA2	0.3487
2260_PR41907a	ENSG00000100154	ENSG00000151882	TTC28	CCL28	0.3758
2260_PR41907a	ENSG00000145685	ENSG00000152359	LHFPL2	POC5	0.2924
2260_PR41907a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.355
2260_PR41907a	ENSG00000183172	ENSG00000183506	SMDT1	PI4KAP2	0.2727
2260_PR41907a	ENSG00000099956	ENSG00000251443	SMARCB1	RP11-113I22.1	0.2923
2260_PR41907a	ENSG00000166068	ENSG00000259380	SPRED1	RP11-346D14.1	0.2714
2260_PR41907a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1671
2260_PR41907a	ENSG00000099901	ENSG00000248150	RANBP1	RP1-167G20.1	0.2297
2260_PR41907a	ENSG00000099968	ENSG00000182718	BCL2L13	ANXA2	0.1525
2260_PR41907a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1253
2260_PR41907a	ENSG00000178573	ENSG00000261722	MAF	RP11-679B19.2	0.1671
2260_PR41907a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1044
2260_PR41907a	ENSG00000197147	ENSG00000171488	LRRC8B	LRRC8C	0.1044
2260_PR41907a	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.1253
2260_PR41907a	ENSG00000183172	ENSG00000183506	SMDT1	PI4KAP2	0.124
2260_PR41907a	ENSG00000171914	ENSG00000099940	TLN2	SNAP29	0.1044
2260_PR41907a	ENSG00000064726	ENSG00000166262	BTBD1	FAM227B	0.1524
2260_PR41907a	ENSG00000166557	ENSG00000169330	TMED3	KIAA1024	0.1044
2260_PR41907a	ENSG00000065548	ENSG00000138448	ZC3H15	ITGAV	0.1252
2260_PR41907a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1305
2260_PR41908a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5909
2260_PR41908a	ENSG00000136295	ENSG00000146966	TTYH3	DENND2A	0.4171
2260_PR41908a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2259
2260_PR41908a	ENSG00000106554	ENSG00000131558	CHCHD3	EXOC4	0.278
2260_PR41908a	ENSG00000157680	ENSG00000131558	DGKI	EXOC4	0.2028
2260_PR41908a	ENSG00000077063	ENSG00000122779	CTTNBP2	TRIM24	0.139
2260_PR41908a	ENSG00000166448	ENSG00000204959	TMEM130	ARHGEF34P	0.2603
2260_PR41908a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1352
2260_PR41908a	ENSG00000145555	ENSG00000122545	MYO10	SEPT7	0.2406
2260_PR41908a	ENSG00000144724	ENSG00000164619	PTPRG	BMPER	0.1043
